numberOfNodes,numberOfOperations
6189,191605258
6190,191667167
6191,191729086
6192,191791015
6193,191852954
6194,191914903
6195,191976862
6196,192038831
6197,192100810
6198,192162799
6199,192224798
6200,192286807
6201,192348826
6202,192410855
6203,192472894
6204,192534943
6205,192597002
6206,192659071
6207,192721150
6208,192783239
6209,192845338
6210,192907447
6211,192969566
6212,193031695
6213,193093834
6214,193155983
6215,193218142
6216,193280311
6217,193342490
6218,193404679
6219,193466878
6220,193529087
6221,193591306
6222,193653535
6223,193715774
6224,193778023
6225,193840282
6226,193902551
6227,193964830
6228,194027119
6229,194089418
6230,194151727
6231,194214046
6232,194276375
6233,194338714
6234,194401063
6235,194463422
6236,194525791
6237,194588170
6238,194650559
6239,194712958
6240,194775367
6241,194837786
6242,194900215
6243,194962654
6244,195025103
6245,195087562
6246,195150031
6247,195212510
6248,195274999
6249,195337498
6250,195400007
6251,195462526
6252,195525055
6253,195587594
6254,195650143
6255,195712702
6256,195775271
6257,195837850
6258,195900439
6259,195963038
6260,196025647
6261,196088266
6262,196150895
6263,196213534
6264,196276183
6265,196338842
6266,196401511
6267,196464190
6268,196526879
6269,196589578
6270,196652287
6271,196715006
6272,196777735
6273,196840474
6274,196903223
6275,196965982
6276,197028751
6277,197091530
6278,197154319
6279,197217118
6280,197279927
6281,197342746
6282,197405575
6283,197468414
6284,197531263
6285,197594122
6286,197656991
6287,197719870
6288,197782759
6289,197845658
6290,197908567
6291,197971486
6292,198034415
6293,198097354
6294,198160303
6295,198223262
6296,198286231
6297,198349210
6298,198412199
6299,198475198
6300,198538207
6301,198601226
6302,198664255
6303,198727294
6304,198790343
6305,198853402
6306,198916471
6307,198979550
6308,199042639
6309,199105738
6310,199168847
6311,199231966
6312,199295095
6313,199358234
6314,199421383
6315,199484542
6316,199547711
6317,199610890
6318,199674079
6319,199737278
6320,199800487
6321,199863706
6322,199926935
6323,199990174
6324,200053423
6325,200116682
6326,200179951
6327,200243230
6328,200306519
6329,200369818
6330,200433127
6331,200496446
6332,200559775
6333,200623114
6334,200686463
6335,200749822
6336,200813191
6337,200876570
6338,200939959
6339,201003358
6340,201066767
6341,201130186
6342,201193615
6343,201257054
6344,201320503
6345,201383962
6346,201447431
6347,201510910
6348,201574399
6349,201637898
6350,201701407
6351,201764926
6352,201828455
6353,201891994
6354,201955543
6355,202019102
6356,202082671
6357,202146250
6358,202209839
6359,202273438
6360,202337047
6361,202400666
6362,202464295
6363,202527934
6364,202591583
6365,202655242
6366,202718911
6367,202782590
6368,202846279
6369,202909978
6370,202973687
6371,203037406
6372,203101135
6373,203164874
6374,203228623
6375,203292382
6376,203356151
6377,203419930
6378,203483719
6379,203547518
6380,203611327
6381,203675146
6382,203738975
6383,203802814
6384,203866663
6385,203930522
6386,203994391
6387,204058270
6388,204122159
6389,204186058
6390,204249967
6391,204313886
6392,204377815
6393,204441754
6394,204505703
6395,204569662
6396,204633631
6397,204697610
6398,204761599
6399,204825598
6400,204889607
6401,204953626
6402,205017655
6403,205081694
6404,205145743
6405,205209802
6406,205273871
6407,205337950
6408,205402039
6409,205466138
6410,205530247
6411,205594366
6412,205658495
6413,205722634
6414,205786783
6415,205850942
6416,205915111
6417,205979290
6418,206043479
6419,206107678
6420,206171887
6421,206236106
6422,206300335
6423,206364574
6424,206428823
6425,206493082
6426,206557351
6427,206621630
6428,206685919
6429,206750218
6430,206814527
6431,206878846
6432,206943175
6433,207007514
6434,207071863
6435,207136222
6436,207200591
6437,207264970
6438,207329359
6439,207393758
6440,207458167
6441,207522586
6442,207587015
6443,207651454
6444,207715903
6445,207780362
6446,207844831
6447,207909310
6448,207973799
6449,208038298
6450,208102807
6451,208167326
6452,208231855
6453,208296394
6454,208360943
6455,208425502
6456,208490071
6457,208554650
6458,208619239
6459,208683838
6460,208748447
6461,208813066
6462,208877695
6463,208942334
6464,209006983
6465,209071642
6466,209136311
6467,209200990
6468,209265679
6469,209330378
6470,209395087
6471,209459806
6472,209524535
6473,209589274
6474,209654023
6475,209718782
6476,209783551
6477,209848330
6478,209913119
6479,209977918
6480,210042727
6481,210107546
6482,210172375
6483,210237214
6484,210302063
6485,210366922
6486,210431791
6487,210496670
6488,210561559
6489,210626458
6490,210691367
6491,210756286
6492,210821215
6493,210886154
6494,210951103
6495,211016062
6496,211081031
6497,211146010
6498,211210999
6499,211275998
6500,211341007
6501,211406026
6502,211471055
6503,211536094
6504,211601143
6505,211666202
6506,211731271
6507,211796350
6508,211861439
6509,211926538
6510,211991647
6511,212056766
6512,212121895
6513,212187034
6514,212252183
6515,212317342
6516,212382511
6517,212447690
6518,212512879
6519,212578078
6520,212643287
6521,212708506
6522,212773735
6523,212838974
6524,212904223
6525,212969482
6526,213034751
6527,213100030
6528,213165319
6529,213230618
6530,213295927
6531,213361246
6532,213426575
6533,213491914
6534,213557263
6535,213622622
6536,213687991
6537,213753370
6538,213818759
6539,213884158
6540,213949567
6541,214014986
6542,214080415
6543,214145854
6544,214211303
6545,214276762
6546,214342231
6547,214407710
6548,214473199
6549,214538698
6550,214604207
6551,214669726
6552,214735255
6553,214800794
6554,214866343
6555,214931902
6556,214997471
6557,215063050
6558,215128639
6559,215194238
6560,215259847
6561,215325466
6562,215391095
6563,215456734
6564,215522383
6565,215588042
6566,215653711
6567,215719390
6568,215785079
6569,215850778
6570,215916487
6571,215982206
6572,216047935
6573,216113674
6574,216179423
6575,216245182
6576,216310951
6577,216376730
6578,216442519
6579,216508318
6580,216574127
6581,216639946
6582,216705775
6583,216771614
6584,216837463
6585,216903322
6586,216969191
6587,217035070
6588,217100959
6589,217166858
6590,217232767
6591,217298686
6592,217364615
6593,217430554
6594,217496503
6595,217562462
6596,217628431
6597,217694410
6598,217760399
6599,217826398
6600,217892407
6601,217958426
6602,218024455
6603,218090494
6604,218156543
6605,218222602
6606,218288671
6607,218354750
6608,218420839
6609,218486938
6610,218553047
6611,218619166
6612,218685295
6613,218751434
6614,218817583
6615,218883742
6616,218949911
6617,219016090
6618,219082279
6619,219148478
6620,219214687
6621,219280906
6622,219347135
6623,219413374
6624,219479623
6625,219545882
6626,219612151
6627,219678430
6628,219744719
6629,219811018
6630,219877327
6631,219943646
6632,220009975
6633,220076314
6634,220142663
6635,220209022
6636,220275391
6637,220341770
6638,220408159
6639,220474558
6640,220540967
6641,220607386
6642,220673815
6643,220740254
6644,220806703
6645,220873162
6646,220939631
6647,221006110
6648,221072599
6649,221139098
6650,221205607
6651,221272126
6652,221338655
6653,221405194
6654,221471743
6655,221538302
6656,221604871
6657,221671450
6658,221738039
6659,221804638
6660,221871247
6661,221937866
6662,222004495
6663,222071134
6664,222137783
6665,222204442
6666,222271111
6667,222337790
6668,222404479
6669,222471178
6670,222537887
6671,222604606
6672,222671335
6673,222738074
6674,222804823
6675,222871582
6676,222938351
6677,223005130
6678,223071919
6679,223138718
6680,223205527
6681,223272346
6682,223339175
6683,223406014
6684,223472863
6685,223539722
6686,223606591
6687,223673470
6688,223740359
6689,223807258
6690,223874167
6691,223941086
6692,224008015
6693,224074954
6694,224141903
6695,224208862
6696,224275831
6697,224342810
6698,224409799
6699,224476798
6700,224543807
6701,224610826
6702,224677855
6703,224744894
6704,224811943
6705,224879002
6706,224946071
6707,225013150
6708,225080239
6709,225147338
6710,225214447
6711,225281566
6712,225348695
6713,225415834
6714,225482983
6715,225550142
6716,225617311
6717,225684490
6718,225751679
6719,225818878
6720,225886087
6721,225953306
6722,226020535
6723,226087774
6724,226155023
6725,226222282
6726,226289551
6727,226356830
6728,226424119
6729,226491418
6730,226558727
6731,226626046
6732,226693375
6733,226760714
6734,226828063
6735,226895422
6736,226962791
6737,227030170
6738,227097559
6739,227164958
6740,227232367
6741,227299786
6742,227367215
6743,227434654
6744,227502103
6745,227569562
6746,227637031
6747,227704510
6748,227771999
6749,227839498
6750,227907007
6751,227974526
6752,228042055
6753,228109594
6754,228177143
6755,228244702
6756,228312271
6757,228379850
6758,228447439
6759,228515038
6760,228582647
6761,228650266
6762,228717895
6763,228785534
6764,228853183
6765,228920842
6766,228988511
6767,229056190
6768,229123879
6769,229191578
6770,229259287
6771,229327006
6772,229394735
6773,229462474
6774,229530223
6775,229597982
6776,229665751
6777,229733530
6778,229801319
6779,229869118
6780,229936927
6781,230004746
6782,230072575
6783,230140414
6784,230208263
6785,230276122
6786,230343991
6787,230411870
6788,230479759
6789,230547658
6790,230615567
6791,230683486
6792,230751415
6793,230819354
6794,230887303
6795,230955262
6796,231023231
6797,231091210
6798,231159199
6799,231227198
6800,231295207
6801,231363226
6802,231431255
6803,231499294
6804,231567343
6805,231635402
6806,231703471
6807,231771550
6808,231839639
6809,231907738
6810,231975847
6811,232043966
6812,232112095
6813,232180234
6814,232248383
6815,232316542
6816,232384711
6817,232452890
6818,232521079
6819,232589278
6820,232657487
6821,232725706
6822,232793935
6823,232862174
6824,232930423
6825,232998682
6826,233066951
6827,233135230
6828,233203519
6829,233271818
6830,233340127
6831,233408446
6832,233476775
6833,233545114
6834,233613463
6835,233681822
6836,233750191
6837,233818570
6838,233886959
6839,233955358
6840,234023767
6841,234092186
6842,234160615
6843,234229054
6844,234297503
6845,234365962
6846,234434431
6847,234502910
6848,234571399
6849,234639898
6850,234708407
6851,234776926
6852,234845455
6853,234913994
6854,234982543
6855,235051102
6856,235119671
6857,235188250
6858,235256839
6859,235325438
6860,235394047
6861,235462666
6862,235531295
6863,235599934
6864,235668583
6865,235737242
6866,235805911
6867,235874590
6868,235943279
6869,236011978
6870,236080687
6871,236149406
6872,236218135
6873,236286874
6874,236355623
6875,236424382
6876,236493151
6877,236561930
6878,236630719
6879,236699518
6880,236768327
6881,236837146
6882,236905975
6883,236974814
6884,237043663
6885,237112522
6886,237181391
6887,237250270
6888,237319159
6889,237388058
6890,237456967
6891,237525886
6892,237594815
6893,237663754
6894,237732703
6895,237801662
6896,237870631
6897,237939610
6898,238008599
6899,238077598
6900,238146607
6901,238215626
6902,238284655
6903,238353694
6904,238422743
6905,238491802
6906,238560871
6907,238629950
6908,238699039
6909,238768138
6910,238837247
6911,238906366
6912,238975495
6913,239044634
6914,239113783
6915,239182942
6916,239252111
6917,239321290
6918,239390479
6919,239459678
6920,239528887
6921,239598106
6922,239667335
6923,239736574
6924,239805823
6925,239875082
6926,239944351
6927,240013630
6928,240082919
6929,240152218
6930,240221527
6931,240290846
6932,240360175
6933,240429514
6934,240498863
6935,240568222
6936,240637591
6937,240706970
6938,240776359
6939,240845758
6940,240915167
6941,240984586
6942,241054015
6943,241123454
6944,241192903
6945,241262362
6946,241331831
6947,241401310
6948,241470799
6949,241540298
6950,241609807
6951,241679326
6952,241748855
6953,241818394
6954,241887943
6955,241957502
6956,242027071
6957,242096650
6958,242166239
6959,242235838
6960,242305447
6961,242375066
6962,242444695
6963,242514334
6964,242583983
6965,242653642
6966,242723311
6967,242792990
6968,242862679
6969,242932378
6970,243002087
6971,243071806
6972,243141535
6973,243211274
6974,243281023
6975,243350782
6976,243420551
6977,243490330
6978,243560119
6979,243629918
6980,243699727
6981,243769546
6982,243839375
6983,243909214
6984,243979063
6985,244048922
6986,244118791
6987,244188670
6988,244258559
6989,244328458
6990,244398367
6991,244468286
6992,244538215
6993,244608154
6994,244678103
6995,244748062
6996,244818031
6997,244888010
6998,244957999
6999,245027998
7000,245098007
7001,245168026
7002,245238055
7003,245308094
7004,245378143
7005,245448202
7006,245518271
7007,245588350
7008,245658439
7009,245728538
7010,245798647
7011,245868766
7012,245938895
7013,246009034
7014,246079183
7015,246149342
7016,246219511
7017,246289690
7018,246359879
7019,246430078
7020,246500287
7021,246570506
7022,246640735
7023,246710974
7024,246781223
7025,246851482
7026,246921751
7027,246992030
7028,247062319
7029,247132618
7030,247202927
7031,247273246
7032,247343575
7033,247413914
7034,247484263
7035,247554622
7036,247624991
7037,247695370
7038,247765759
7039,247836158
7040,247906567
7041,247976986
7042,248047415
7043,248117854
7044,248188303
7045,248258762
7046,248329231
7047,248399710
7048,248470199
7049,248540698
7050,248611207
7051,248681726
7052,248752255
7053,248822794
7054,248893343
7055,248963902
7056,249034471
7057,249105050
7058,249175639
7059,249246238
7060,249316847
7061,249387466
7062,249458095
7063,249528734
7064,249599383
7065,249670042
7066,249740711
7067,249811390
7068,249882079
7069,249952778
7070,250023487
7071,250094206
7072,250164935
7073,250235674
7074,250306423
7075,250377182
7076,250447951
7077,250518730
7078,250589519
7079,250660318
7080,250731127
7081,250801946
7082,250872775
7083,250943614
7084,251014463
7085,251085322
7086,251156191
7087,251227070
7088,251297959
7089,251368858
7090,251439767
7091,251510686
7092,251581615
7093,251652554
7094,251723503
7095,251794462
7096,251865431
7097,251936410
7098,252007399
7099,252078398
7100,252149407
7101,252220426
7102,252291455
7103,252362494
7104,252433543
7105,252504602
7106,252575671
7107,252646750
7108,252717839
7109,252788938
7110,252860047
7111,252931166
7112,253002295
7113,253073434
7114,253144583
7115,253215742
7116,253286911
7117,253358090
7118,253429279
7119,253500478
7120,253571687
7121,253642906
7122,253714135
7123,253785374
7124,253856623
7125,253927882
7126,253999151
7127,254070430
7128,254141719
7129,254213018
7130,254284327
7131,254355646
7132,254426975
7133,254498314
7134,254569663
7135,254641022
7136,254712391
7137,254783770
7138,254855159
7139,254926558
7140,254997967
7141,255069386
7142,255140815
7143,255212254
7144,255283703
7145,255355162
7146,255426631
7147,255498110
7148,255569599
7149,255641098
7150,255712607
7151,255784126
7152,255855655
7153,255927194
7154,255998743
7155,256070302
7156,256141871
7157,256213450
7158,256285039
7159,256356638
7160,256428247
7161,256499866
7162,256571495
7163,256643134
7164,256714783
7165,256786442
7166,256858111
7167,256929790
7168,257001479
7169,257073178
7170,257144887
7171,257216606
7172,257288335
7173,257360074
7174,257431823
7175,257503582
7176,257575351
7177,257647130
7178,257718919
7179,257790718
7180,257862527
7181,257934346
7182,258006175
7183,258078014
7184,258149863
7185,258221722
7186,258293591
7187,258365470
7188,258437359
7189,258509258
7190,258581167
7191,258653086
7192,258725015
7193,258796954
7194,258868903
7195,258940862
7196,259012831
7197,259084810
7198,259156799
7199,259228798
7200,259300807
7201,259372826
7202,259444855
7203,259516894
7204,259588943
7205,259661002
7206,259733071
7207,259805150
7208,259877239
7209,259949338
7210,260021447
7211,260093566
7212,260165695
7213,260237834
7214,260309983
7215,260382142
7216,260454311
7217,260526490
7218,260598679
7219,260670878
7220,260743087
7221,260815306
7222,260887535
7223,260959774
7224,261032023
7225,261104282
7226,261176551
7227,261248830
7228,261321119
7229,261393418
7230,261465727
7231,261538046
7232,261610375
7233,261682714
7234,261755063
7235,261827422
7236,261899791
7237,261972170
7238,262044559
7239,262116958
7240,262189367
7241,262261786
7242,262334215
7243,262406654
7244,262479103
7245,262551562
7246,262624031
7247,262696510
7248,262768999
7249,262841498
7250,262914007
7251,262986526
7252,263059055
7253,263131594
7254,263204143
7255,263276702
7256,263349271
7257,263421850
7258,263494439
7259,263567038
7260,263639647
7261,263712266
7262,263784895
7263,263857534
7264,263930183
7265,264002842
7266,264075511
7267,264148190
7268,264220879
7269,264293578
7270,264366287
7271,264439006
7272,264511735
7273,264584474
7274,264657223
7275,264729982
7276,264802751
7277,264875530
7278,264948319
7279,265021118
7280,265093927
7281,265166746
7282,265239575
7283,265312414
7284,265385263
7285,265458122
7286,265530991
7287,265603870
7288,265676759
7289,265749658
7290,265822567
7291,265895486
7292,265968415
7293,266041354
7294,266114303
7295,266187262
7296,266260231
7297,266333210
7298,266406199
7299,266479198
7300,266552207
7301,266625226
7302,266698255
7303,266771294
7304,266844343
7305,266917402
7306,266990471
7307,267063550
7308,267136639
7309,267209738
7310,267282847
7311,267355966
7312,267429095
7313,267502234
7314,267575383
7315,267648542
7316,267721711
7317,267794890
7318,267868079
7319,267941278
7320,268014487
7321,268087706
7322,268160935
7323,268234174
7324,268307423
7325,268380682
7326,268453951
7327,268527230
7328,268600519
7329,268673818
7330,268747127
7331,268820446
7332,268893775
7333,268967114
7334,269040463
7335,269113822
7336,269187191
7337,269260570
7338,269333959
7339,269407358
7340,269480767
7341,269554186
7342,269627615
7343,269701054
7344,269774503
7345,269847962
7346,269921431
7347,269994910
7348,270068399
7349,270141898
7350,270215407
7351,270288926
7352,270362455
7353,270435994
7354,270509543
7355,270583102
7356,270656671
7357,270730250
7358,270803839
7359,270877438
7360,270951047
7361,271024666
7362,271098295
7363,271171934
7364,271245583
7365,271319242
7366,271392911
7367,271466590
7368,271540279
7369,271613978
7370,271687687
7371,271761406
7372,271835135
7373,271908874
7374,271982623
7375,272056382
7376,272130151
7377,272203930
7378,272277719
7379,272351518
7380,272425327
7381,272499146
7382,272572975
7383,272646814
7384,272720663
7385,272794522
7386,272868391
7387,272942270
7388,273016159
7389,273090058
7390,273163967
7391,273237886
7392,273311815
7393,273385754
7394,273459703
7395,273533662
7396,273607631
7397,273681610
7398,273755599
7399,273829598
7400,273903607
7401,273977626
7402,274051655
7403,274125694
7404,274199743
7405,274273802
7406,274347871
7407,274421950
7408,274496039
7409,274570138
7410,274644247
7411,274718366
7412,274792495
7413,274866634
7414,274940783
7415,275014942
7416,275089111
7417,275163290
7418,275237479
7419,275311678
7420,275385887
7421,275460106
7422,275534335
7423,275608574
7424,275682823
7425,275757082
7426,275831351
7427,275905630
7428,275979919
7429,276054218
7430,276128527
7431,276202846
7432,276277175
7433,276351514
7434,276425863
7435,276500222
7436,276574591
7437,276648970
7438,276723359
7439,276797758
7440,276872167
7441,276946586
7442,277021015
7443,277095454
7444,277169903
7445,277244362
7446,277318831
7447,277393310
7448,277467799
7449,277542298
7450,277616807
7451,277691326
7452,277765855
7453,277840394
7454,277914943
7455,277989502
7456,278064071
7457,278138650
7458,278213239
7459,278287838
7460,278362447
7461,278437066
7462,278511695
7463,278586334
7464,278660983
7465,278735642
7466,278810311
7467,278884990
7468,278959679
7469,279034378
7470,279109087
7471,279183806
7472,279258535
7473,279333274
7474,279408023
7475,279482782
7476,279557551
7477,279632330
7478,279707119
7479,279781918
7480,279856727
7481,279931546
7482,280006375
7483,280081214
7484,280156063
7485,280230922
7486,280305791
7487,280380670
7488,280455559
7489,280530458
7490,280605367
7491,280680286
7492,280755215
7493,280830154
7494,280905103
7495,280980062
7496,281055031
7497,281130010
7498,281204999
7499,281279998
7500,281355007
7501,281430026
7502,281505055
7503,281580094
7504,281655143
7505,281730202
7506,281805271
7507,281880350
7508,281955439
7509,282030538
7510,282105647
7511,282180766
7512,282255895
7513,282331034
7514,282406183
7515,282481342
7516,282556511
7517,282631690
7518,282706879
7519,282782078
7520,282857287
7521,282932506
7522,283007735
7523,283082974
7524,283158223
7525,283233482
7526,283308751
7527,283384030
7528,283459319
7529,283534618
7530,283609927
7531,283685246
7532,283760575
7533,283835914
7534,283911263
7535,283986622
7536,284061991
7537,284137370
7538,284212759
7539,284288158
7540,284363567
7541,284438986
7542,284514415
7543,284589854
7544,284665303
7545,284740762
7546,284816231
7547,284891710
7548,284967199
7549,285042698
7550,285118207
7551,285193726
7552,285269255
7553,285344794
7554,285420343
7555,285495902
7556,285571471
7557,285647050
7558,285722639
7559,285798238
7560,285873847
7561,285949466
7562,286025095
7563,286100734
7564,286176383
7565,286252042
7566,286327711
7567,286403390
7568,286479079
7569,286554778
7570,286630487
7571,286706206
7572,286781935
7573,286857674
7574,286933423
7575,287009182
7576,287084951
7577,287160730
7578,287236519
7579,287312318
7580,287388127
7581,287463946
7582,287539775
7583,287615614
7584,287691463
7585,287767322
7586,287843191
7587,287919070
7588,287994959
7589,288070858
7590,288146767
7591,288222686
7592,288298615
7593,288374554
7594,288450503
7595,288526462
7596,288602431
7597,288678410
7598,288754399
7599,288830398
7600,288906407
7601,288982426
7602,289058455
7603,289134494
7604,289210543
7605,289286602
7606,289362671
7607,289438750
7608,289514839
7609,289590938
7610,289667047
7611,289743166
7612,289819295
7613,289895434
7614,289971583
7615,290047742
7616,290123911
7617,290200090
7618,290276279
7619,290352478
7620,290428687
7621,290504906
7622,290581135
7623,290657374
7624,290733623
7625,290809882
7626,290886151
7627,290962430
7628,291038719
7629,291115018
7630,291191327
7631,291267646
7632,291343975
7633,291420314
7634,291496663
7635,291573022
7636,291649391
7637,291725770
7638,291802159
7639,291878558
7640,291954967
7641,292031386
7642,292107815
7643,292184254
7644,292260703
7645,292337162
7646,292413631
7647,292490110
7648,292566599
7649,292643098
7650,292719607
7651,292796126
7652,292872655
7653,292949194
7654,293025743
7655,293102302
7656,293178871
7657,293255450
7658,293332039
7659,293408638
7660,293485247
7661,293561866
7662,293638495
7663,293715134
7664,293791783
7665,293868442
7666,293945111
7667,294021790
7668,294098479
7669,294175178
7670,294251887
7671,294328606
7672,294405335
7673,294482074
7674,294558823
7675,294635582
7676,294712351
7677,294789130
7678,294865919
7679,294942718
7680,295019527
7681,295096346
7682,295173175
7683,295250014
7684,295326863
7685,295403722
7686,295480591
7687,295557470
7688,295634359
7689,295711258
7690,295788167
7691,295865086
7692,295942015
7693,296018954
7694,296095903
7695,296172862
7696,296249831
7697,296326810
7698,296403799
7699,296480798
7700,296557807
7701,296634826
7702,296711855
7703,296788894
7704,296865943
7705,296943002
7706,297020071
7707,297097150
7708,297174239
7709,297251338
7710,297328447
7711,297405566
7712,297482695
7713,297559834
7714,297636983
7715,297714142
7716,297791311
7717,297868490
7718,297945679
7719,298022878
7720,298100087
7721,298177306
7722,298254535
7723,298331774
7724,298409023
7725,298486282
7726,298563551
7727,298640830
7728,298718119
7729,298795418
7730,298872727
7731,298950046
7732,299027375
7733,299104714
7734,299182063
7735,299259422
7736,299336791
7737,299414170
7738,299491559
7739,299568958
7740,299646367
7741,299723786
7742,299801215
7743,299878654
7744,299956103
7745,300033562
7746,300111031
7747,300188510
7748,300265999
7749,300343498
7750,300421007
7751,300498526
7752,300576055
7753,300653594
7754,300731143
7755,300808702
7756,300886271
7757,300963850
7758,301041439
7759,301119038
7760,301196647
7761,301274266
7762,301351895
7763,301429534
7764,301507183
7765,301584842
7766,301662511
7767,301740190
7768,301817879
7769,301895578
7770,301973287
7771,302051006
7772,302128735
7773,302206474
7774,302284223
7775,302361982
7776,302439751
7777,302517530
7778,302595319
7779,302673118
7780,302750927
7781,302828746
7782,302906575
7783,302984414
7784,303062263
7785,303140122
7786,303217991
7787,303295870
7788,303373759
7789,303451658
7790,303529567
7791,303607486
7792,303685415
7793,303763354
7794,303841303
7795,303919262
7796,303997231
7797,304075210
7798,304153199
7799,304231198
7800,304309207
7801,304387226
7802,304465255
7803,304543294
7804,304621343
7805,304699402
7806,304777471
7807,304855550
7808,304933639
7809,305011738
7810,305089847
7811,305167966
7812,305246095
7813,305324234
7814,305402383
7815,305480542
7816,305558711
7817,305636890
7818,305715079
7819,305793278
7820,305871487
7821,305949706
7822,306027935
7823,306106174
7824,306184423
7825,306262682
7826,306340951
7827,306419230
7828,306497519
7829,306575818
7830,306654127
7831,306732446
7832,306810775
7833,306889114
7834,306967463
7835,307045822
7836,307124191
7837,307202570
7838,307280959
7839,307359358
7840,307437767
7841,307516186
7842,307594615
7843,307673054
7844,307751503
7845,307829962
7846,307908431
7847,307986910
7848,308065399
7849,308143898
7850,308222407
7851,308300926
7852,308379455
7853,308457994
7854,308536543
7855,308615102
7856,308693671
7857,308772250
7858,308850839
7859,308929438
7860,309008047
7861,309086666
7862,309165295
7863,309243934
7864,309322583
7865,309401242
7866,309479911
7867,309558590
7868,309637279
7869,309715978
7870,309794687
7871,309873406
7872,309952135
7873,310030874
7874,310109623
7875,310188382
7876,310267151
7877,310345930
7878,310424719
7879,310503518
7880,310582327
7881,310661146
7882,310739975
7883,310818814
7884,310897663
7885,310976522
7886,311055391
7887,311134270
7888,311213159
7889,311292058
7890,311370967
7891,311449886
7892,311528815
7893,311607754
7894,311686703
7895,311765662
7896,311844631
7897,311923610
7898,312002599
7899,312081598
7900,312160607
7901,312239626
7902,312318655
7903,312397694
7904,312476743
7905,312555802
7906,312634871
7907,312713950
7908,312793039
7909,312872138
7910,312951247
7911,313030366
7912,313109495
7913,313188634
7914,313267783
7915,313346942
7916,313426111
7917,313505290
7918,313584479
7919,313663678
7920,313742887
7921,313822106
7922,313901335
7923,313980574
7924,314059823
7925,314139082
7926,314218351
7927,314297630
7928,314376919
7929,314456218
7930,314535527
7931,314614846
7932,314694175
7933,314773514
7934,314852863
7935,314932222
7936,315011591
7937,315090970
7938,315170359
7939,315249758
7940,315329167
7941,315408586
7942,315488015
7943,315567454
7944,315646903
7945,315726362
7946,315805831
7947,315885310
7948,315964799
7949,316044298
7950,316123807
7951,316203326
7952,316282855
7953,316362394
7954,316441943
7955,316521502
7956,316601071
7957,316680650
7958,316760239
7959,316839838
7960,316919447
7961,316999066
7962,317078695
7963,317158334
7964,317237983
7965,317317642
7966,317397311
7967,317476990
7968,317556679
7969,317636378
7970,317716087
7971,317795806
7972,317875535
7973,317955274
7974,318035023
7975,318114782
7976,318194551
7977,318274330
7978,318354119
7979,318433918
7980,318513727
7981,318593546
7982,318673375
7983,318753214
7984,318833063
7985,318912922
7986,318992791
7987,319072670
7988,319152559
7989,319232458
7990,319312367
7991,319392286
7992,319472215
7993,319552154
7994,319632103
7995,319712062
7996,319792031
7997,319872010
7998,319951999
7999,320031998
8000,320112007
8001,320192026
8002,320272055
8003,320352094
8004,320432143
8005,320512202
8006,320592271
8007,320672350
8008,320752439
8009,320832538
8010,320912647
8011,320992766
8012,321072895
8013,321153034
8014,321233183
8015,321313342
8016,321393511
8017,321473690
8018,321553879
8019,321634078
8020,321714287
8021,321794506
8022,321874735
8023,321954974
8024,322035223
8025,322115482
8026,322195751
8027,322276030
8028,322356319
8029,322436618
8030,322516927
8031,322597246
8032,322677575
8033,322757914
8034,322838263
8035,322918622
8036,322998991
8037,323079370
8038,323159759
8039,323240158
8040,323320567
8041,323400986
8042,323481415
8043,323561854
8044,323642303
8045,323722762
8046,323803231
8047,323883710
8048,323964199
8049,324044698
8050,324125207
8051,324205726
8052,324286255
8053,324366794
8054,324447343
8055,324527902
8056,324608471
8057,324689050
8058,324769639
8059,324850238
8060,324930847
8061,325011466
8062,325092095
8063,325172734
8064,325253383
8065,325334042
8066,325414711
8067,325495390
8068,325576079
8069,325656778
8070,325737487
8071,325818206
8072,325898935
8073,325979674
8074,326060423
8075,326141182
8076,326221951
8077,326302730
8078,326383519
8079,326464318
8080,326545127
8081,326625946
8082,326706775
8083,326787614
8084,326868463
8085,326949322
8086,327030191
8087,327111070
8088,327191959
8089,327272858
8090,327353767
8091,327434686
8092,327515615
8093,327596554
8094,327677503
8095,327758462
8096,327839431
8097,327920410
8098,328001399
8099,328082398
8100,328163407
8101,328244426
8102,328325455
8103,328406494
8104,328487543
8105,328568602
8106,328649671
8107,328730750
8108,328811839
8109,328892938
8110,328974047
8111,329055166
8112,329136295
8113,329217434
8114,329298583
8115,329379742
8116,329460911
8117,329542090
8118,329623279
8119,329704478
8120,329785687
8121,329866906
8122,329948135
8123,330029374
8124,330110623
8125,330191882
8126,330273151
8127,330354430
8128,330435719
8129,330517018
8130,330598327
8131,330679646
8132,330760975
8133,330842314
8134,330923663
8135,331005022
8136,331086391
8137,331167770
8138,331249159
8139,331330558
8140,331411967
8141,331493386
8142,331574815
8143,331656254
8144,331737703
8145,331819162
8146,331900631
8147,331982110
8148,332063599
8149,332145098
8150,332226607
8151,332308126
8152,332389655
8153,332471194
8154,332552743
8155,332634302
8156,332715871
8157,332797450
8158,332879039
8159,332960638
8160,333042247
8161,333123866
8162,333205495
8163,333287134
8164,333368783
8165,333450442
8166,333532111
8167,333613790
8168,333695479
8169,333777178
8170,333858887
8171,333940606
8172,334022335
8173,334104074
8174,334185823
8175,334267582
8176,334349351
8177,334431130
8178,334512919
8179,334594718
8180,334676527
8181,334758346
8182,334840175
8183,334922014
8184,335003863
8185,335085722
